Date,Title,Investment,url
18/12/2017,Celebrating ten years of grants for CS educators,"Google has funded nearly $13 million in global grants through its Computer Science (CS) educator professional development program (formerly CS4HS), with 61 universities and nonprofits in Africa receiving funding to support 5,000 educators across more than 15 countries.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/celebrating-ten-years-of-grants-for-cs/
19/03/2018,Launchpad Accelerator Africa: growing a community of startup influencers in Africa,"Google committed over $3 million in equity-free support to more than 60 African tech startups over three years through the Launchpad Accelerator Africa program. The initiative provides mentorship, working space, and access to technology for startups across the continent, with the first cohort featuring 12 startups from Nigeria, Kenya, Ghana, South Africa, Tanzania, and Uganda.",https://blog.google/intl/en-africa/company-news/inside-google/launchpad-accelerator-africa-growing/
22/03/2018,Announcing the 2018 Google Africa Scholarships!,"Google announced the 2018 Google Africa Scholarships, providing 15,000 single-course and 500 nanodegree scholarships to aspiring and professional developers across Africa in partnership with Udacity and Andela (Google Blog). The program offered 10,000 scholarships to beginners and 5,000 to intermediate developers as part of a broader pledge to train ten million people on the continent (Google Blog).",https://blog.google/intl/en-africa/company-news/inside-google/announcing-2018-google-africa/
27/04/2018,Announcing the Google Africa PhD Fellowship Program,"Google announced the first four recipients of the Google Africa PhD Fellowship program, which provides funding to early-stage PhD students at African universities in computer science and related research areas. The inaugural fellows represent institutions in Morocco, Tanzania, Egypt, and South Africa (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/inside-google/announcing-google-africa-phd-fellowship/
09/05/2018,Applications open for students leads in the Africa Developer Student Club program,"Google launched the Developer Student Club (DSC) program in Africa as part of a broader commitment to provide mobile developer training to 100,000 developers across the continent. The program targets students in accredited colleges and universities, selecting Student Leads to facilitate workshops on technologies like Machine Learning and AI. Google Blog",https://blog.google/intl/en-africa/company-news/technology/applications-open-for-students-leads-in/
23/05/2018,"Google Impact Challenge, Africa: Empowering Africans to drive community impact","Google launched its first Google Impact Challenge in Africa, committing $6 million in funding to support nonprofits and social enterprises in Kenya, Nigeria, and South Africa. Each country was allocated $2 million to be awarded to winners and finalists as part of a larger $20 million five-year investment by Google.org in African nonprofits.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/google-impact-challenge-africa/
13/06/2018,Google AI in Ghana,"Google announced the opening of a new AI research center in Accra, Ghana, to support machine learning research and collaborate with local universities. The post also highlights Google's ongoing commitment to provide digital skills training to 10 million Africans and support 100,000 developers through its Launchpad Accelerator Africa program (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/google-ai-in-ghana/
26/07/2018,Google for Nigeria: Making the internet more useful for more people,"Google announced several major investments in Africa, including a $20 million Google.org commitment over five years, over $3 million in equity-free support for startups through Launchpad Accelerator Africa, and the rollout of Google Station Wi-Fi hotspots across 200 locations in five Nigerian cities.",https://blog.google/intl/en-africa/company-news/inside-google/google-for-nigeria-making-internet-more_68/
06/11/2018,Announcing the finalists for the 2018 Google Impact Challenge Africa,"Google is awarding $125,000 grants to each of the 36 finalists of the 2018 Google Impact Challenge Africa, totaling over $4.5 million in funding for nonprofits and social enterprises in Nigeria, Kenya, and South Africa. The finalists also receive training and support from Google to help scale their technology-driven solutions for community economic opportunity.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/announcing-finalists-for-2018-google/
28/11/2018,Backing Africaâ€™s forward thinkers -- Meet the 2018 Google.org Impact Challenge winners,"Google.org awarded grants to 36 nonprofit leaders and social entrepreneurs across Kenya, Nigeria, and South Africa as part of the 2018 Google Impact Challenge. Winners received $250,000 each and finalists received $125,000 to fund social innovation projects aimed at driving community impact (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/backing-africas-forward-thinkers-mee/
06/02/2019,Safer Internet Day 2019: Scaling our Online Safety Programmes in Africa,"Google is scaling its ""Be Internet Awesome"" and ""Web Rangers"" online safety programs in Africa through major partnerships. In Nigeria, the initiative integrates safety content into the national curriculum to reach 56 million students annually, while in Kenya, a partnership with the Kenya Scouts Association aims to distribute safety guides to 1.4 million scouts.",https://blog.google/intl/en-africa/company-news/inside-google/safer-internet-day-2019-scaling-our/
08/03/2019,Celebrating International Women's Day 2019,"Google is expanding its Womenwill initiative in Africa by adding 18 new chapters across Sub-Saharan Africa (bringing the total to 25) to provide women with digital skills, coaching, and mentorship. This commitment builds on Google's Digital Skills for Africa program, which has trained over 3 million people since 2016. Google Africa Blog",https://blog.google/intl/en-africa/company-news/inside-google/celebrating-international-womens-day/
15/04/2019,Advance your career with the Google Africa Certifications Scholarships,"Google announced 30,000 additional scholarship opportunities and 1,000 certification grants for Android, Web, and Cloud technologies for developers in Africa, as part of a larger commitment to provide mobile developer training to 100,000 Africans according to the Google Africa Blog.",https://blog.google/intl/en-africa/company-news/technology/advance-your-career-with-google-africa/
01/07/2019,"Inviting News Organizations in Africa, Middle East & Turkey to the Google News Initiative (GNI) Innovation Challenge","Google launched the Google News Initiative (GNI) Innovation Challenge for news organizations and startups in Africa, the Middle East, and Turkey, offering selected projects up to $150,000 in funding to support innovation in journalism (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/inviting-news-organizations-in-africa/
29/10/2019,"Google supports Africa Code Week empowering over 100,000 students through Computer Science","Through the Grow with Google Community Microgrant, Google is funding 55 local organizations across 18 African countries to facilitate coding workshops for Africa Code Week, an initiative that has empowered over 100,000 students. This engagement supports Google's 2017 commitment to help 10 million Africans acquire digital skills for future jobs.",https://blog.google/intl/en-africa/company-news/technology/google-supports-africa-code-week/
30/10/2019,"Google for Kenya:  Preserving our culture, and helping Kenyan businesses to grow","Google's digital skills program has trained more than 4 million Africans, with an ultimate goal of reaching 10 million across the continent (Google Blog). Additionally, the company's Launchpad Accelerator Africa program has trained 60 startups, including Kenyan businesses such as Pezesha and Flexpay (Google Blog).",https://blog.google/intl/en-africa/company-news/inside-google/google-for-kenya-preserving-our-culture/
28/11/2019,Helping families in Africa stay safe online,"Google provided grants to local organizations in Kenya, Nigeria, and South Africa to deliver online safety roadshows and partnered with government agencies to integrate safety curricula into national and regional school systems, including a program reaching 55,000 students in Kenya.",https://blog.google/intl/en-africa/company-news/inside-google/helping-families-in-africa-stay-safe/
28/11/2019,Google Startup Week Lagos - helping Launchpad Accelerator Africa startups take their businesses global,"Through the Launchpad Accelerator Africa program, Google provided 12 startups from its fourth cohort and 10 alumni startups with mentorship, working space, and travel support. Since its 2017 launch, the program has supported 47 startups that have collectively raised millions of dollars in investment and created hundreds of jobs across Africa (Google Blog).",https://blog.google/intl/en-africa/company-news/technology/google-africa-startup-week/
28/01/2020,Announcing our first developer Space in Africa,"Google launched its first Google Developers Space in Lagos, Nigeria, a physical hub designed to support African developers, entrepreneurs, and startups (Google Blog). The space houses the Google Launchpad Accelerator Africa and provides the tech community with free access to resources, workspace, and training (Google Blog).",https://blog.google/intl/en-africa/company-news/technology/google-africa-developer-space/
18/02/2020,"Funding 21 news projects in the Middle East, Africa and Turkey","Through the first Google News Initiative (GNI) Innovation Challenge for the Middle East, Turkey, and Africa, Google funded 21 news projects as part of its $300 million global commitment to journalism (Google Blog). The funding supported initiatives such as a ""relevancy engine"" for South Africa's Daily Maverick and personalization tools for Ringier Africa Digital Publishing in Nigeria (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/funding-21-news-projects-in-middle-eas/
15/04/2020,A Global Journalism Emergency Relief Fund for local news,"Google launched the Journalism Emergency Relief Fund to provide grants ranging from a few thousand to tens of thousands of dollars to local news publishers globally, including in Africa, to support them during the COVID-19 pandemic. Additionally, Google.org committed $1 million to the International Center for Journalists and the Columbia Journalism School’s Dart Center to support reporters Google Africa Blog.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-global-journalism-emergency-relief/
22/04/2020,Grow your skills with the Google Africa Developer Scholarships,"Google announced 30,000 training scholarships and 1,000 grants for Associate Android Developer and Associate Cloud Engineer certifications for African developers, building on a commitment to provide 100,000 developers with training (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/grow-your-skills-with-google-africa/
11/05/2020,How we're responding to COVID-19 across Africa,"Google committed $18.75 million in ad grants and credits for government agencies and small businesses in Africa, and Google.org provided a $4 million grant to the J-PAL Jobs and Opportunity Initiative focused on Sub-Saharan Africa as part of its COVID-19 response (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/inside-google/how-were-responding-to-covid-19-across/
28/08/2020,Improving mobile internet access through digital literacy,"Google partnered with GSMA to introduce a new Android training module within the Mobile Internet Skills Training Toolkit (MISTT), aiming to empower 2 million people in Sub-Saharan Africa with mobile internet skills by 2021 (Google Africa Blog). This initiative focuses on improving digital literacy to help users understand and utilize the Android platform effectively (Google Africa Blog).",https://blog.google/intl/en-africa/products/android-chrome-play/improving-mobile-internet-access/
15/09/2020,Helping Africa restart the economy,"Google committed over $5 million in grants and scholarships through Google.org, including $1 million for women in Kenya via GiveDirectly, $750k for IT scholarships, and $500k for small business training via the Praekelt Foundation across Kenya, South Africa, and Nigeria.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/helping-africa-restart-economy/
05/10/2020,Celebrating teachers leading in crisis and lifting others up on World Teacherâ€™s Day,"Google committed to supporting 500,000 students and 25,000 teachers across Africa by providing access to G Suite for Education and the ""Teach from Anywhere"" initiative to facilitate distance learning (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/inside-google/celebrating-teachers-leading-in-crisis/
25/11/2020,YouTubeBlack Africa Creator Week- Supporting and Celebrating African Creators,"Google is supporting African creators through the Africa Creator Week, which is part of a broader $100 million global fund dedicated to amplifying Black voices and perspectives on YouTube (Google Africa Blog). This initiative includes expert-led masterclasses and sessions focused on content strategy and monetization for creators across the continent (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/youtubeblack-africa-creator-week/
12/01/2021,Meet the African #YouTubeBlackVoices Creator Class of 2021,"Google announced the inaugural African class of the #YouTubeBlack Voices Fund, providing seed funding and dedicated partner support to 23 creators and artists from Nigeria, South Africa, and Kenya. This initiative is part of a global, multi-year commitment to invest directly in Black creators to help them build their businesses and grow their reach on YouTube.",https://blog.google/intl/en-africa/company-news/technology/african-youtubeblackvoices-creators-2021/
28/01/2021,Supporting Kenya's Economic Recovery,"Google committed $10 million (approximately 1.1 billion Kenyan shillings) to support Kenya's economic recovery, including $2 million in Google.org grants for nonprofits, $3 million in small business loans, and $5 million for tech startups in Kenya.",https://blog.google/intl/en-africa/company-news/inside-google/supporting-kenyas-economic-recovery/
09/02/2021,Internet Day: Safer with Google,"Google.org awarded $1,000,000 through the Africa Online Safety Fund to 26 organizations across nine Sub-Saharan African countries to support innovative online safety initiatives. Grants ranged from $10,000 to $100,000 for non-profits and social enterprises in countries including Kenya, Nigeria, South Africa, and Ethiopia (Google Blog).",https://blog.google/intl/en-africa/company-news/inside-google/internet-day-safer-with-google/
23/02/2021,"Fostering innovation in Africa, the Middle East and Turkey","Google launched the second Google News Initiative Innovation Challenge for Africa, the Middle East, and Turkey, offering selected news organizations up to $150,000 each to fund projects that enhance reader engagement (Google Blog). The investment covers up to 70% of the total project costs for established publishers, startups, and industry associations in the region (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/fostering-innovation-in-africa-middle/
08/03/2021,A call for a better future for women and girls in Africa,"Google launched the $25 million global Google.org Impact Challenge for Women and Girls to provide funding, mentoring, and support to nonprofits and social organizations worldwide, including in Africa, that are working to advance economic empowerment and prosperity for women and girls.",https://blog.google/intl/en-africa/company-news/inside-google/a-call-for-better-future-for-women-and/
11/03/2021,Announcing new Google Career Certificates to help Africans learn new skills for digital jobs,"Google announced three new Google Career Certificates in Africa, supported by a $750,000 Google.org grant to Junior Achievement Africa and the International Youth Foundation to provide 2,500 scholarships for vulnerable learners in Kenya, Nigeria, and South Africa.",https://blog.google/intl/en-africa/company-news/inside-google/announcing-new-google-career/
31/03/2021,How fact checkers and Google.org are fighting misinformation.,"Google.org provided a $2 million grant and a six-month pro-bono Google.org Fellowship to Full Fact to build AI tools for fact-checkers. This investment supports the work of Africa Check in South Africa, Nigeria, and Kenya to combat misinformation.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/how-fact-checkers-and-googleorg-are/
29/04/2021,Our continued commitment to helping grow the startup ecosystem in Africa,"Google announced 40,000 developer scholarships for Android, Web, and Google Cloud development for African developers in partnership with Pluralsight and Andela. The blog post also opened applications for the Class 6 Google for Startups Accelerator Africa, providing three months of mentorship and product support to startups across 17 African countries.",https://blog.google/intl/en-africa/company-news/inside-google/our-continued-commitment-to-helping/
20/05/2021,The Future is Africa: African Developers are Building for the World,"Google is investing in Africa's developer ecosystem through the Google Africa Developer Scholarship program, which has provided 77,000 training opportunities and opened applications for an additional 40,000 spots in 2021. The engagement also includes the Google for Startups Accelerator Africa, which supports growth-stage startups with mentorship and resources across the continent.",https://blog.google/intl/en-africa/company-news/technology/the-future-is-africa-african-developers/
09/06/2021,YouTube Announces Class of 2022 Application Date for the #YouTubeBlack Voices Fund,"YouTube announced the opening of grant applications for the #YouTubeBlack Voices Fund Class of 2022, providing financial grants and dedicated support to Black creators and artists. The program expanded its eligibility to include creators from Sub-Saharan Africa, offering funding for production equipment, hiring teams, and professional development to help creators grow their channels.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/youtube-announces-class-of-2022/
21/06/2021,Supporting startups and SMEs in Africa,"Google committed $6 million USD to support African entrepreneurship, consisting of a $3 million Black Founders Fund for startups and a $3 million Google.org grant to the Tony Elumelu Foundation. The funding provides non-dilutive capital, mentorship, and technical assistance to Black-led startups and women entrepreneurs across Africa.",https://blog.google/intl/en-africa/company-news/inside-google/googles-commitment-to-underserved/
02/07/2021,How weâ€™re supporting 14 new AI for Social Good projects in Sub Saharan Africa,"Google announced funding, technical contributions, and computational resources for 14 new AI for Social Good projects across 10 Sub-Saharan African countries, including Uganda, Nigeria, Kenya, South Africa, and Ghana. The initiative, supported by Google.org and Google’s University Relations, provides grants to academics and nonprofits focusing on AI research for agriculture, conservation, and public health. Google Africa Blog",https://blog.google/intl/en-africa/company-news/technology/how-were-supporting-14-new-ai-for/
12/07/2021,YouTube Shorts arrives in Sub Saharan Africa,"Google announced the launch of YouTube Shorts in Sub-Saharan Africa, noting that creators in the region would be eligible for the $100 million YouTube Shorts Fund to be distributed through 2022 Google Blog.",https://blog.google/intl/en-africa/company-news/technology/youtube-shorts-arrives-in-sub-saharan/
14/07/2021,"Meet the 22 news innovators selected from the 2021 GNI Middle East, Turkey and Africa challenge","Through the 2021 Google News Initiative (GNI) Innovation Challenge, Google committed $2.1 million in funding to 22 news innovation projects across 14 countries in the Middle East, Turkey, and Africa. The funding supports various initiatives, such as AI-driven reader revenue bots in Kenya and hyperlocal journalism platforms in Zimbabwe, aimed at empowering local voices and developing sustainable news models.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/meet-22-news-innovators-selected-fro/
15/09/2021,YouTube NextUp: Are you the next big thing on YouTube?,"Google expanded its YouTube NextUp program to Sub-Saharan Africa, providing selected creators with a $1,000 voucher for production equipment and access to a week-long virtual Creator Camp. The initiative includes 1:1 mentoring and technical support to help fast-rising creators in the region grow their channels (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/youtube-nextup-are-you-next-big-thing/
21/10/2021,Meet The #YouTubeBlack Voices Music Class of 2022,"Google is providing seed funding, dedicated partner support, and training programs to the #YouTubeBlack Voices Music Class of 2022, which includes artists and producers from Nigeria, South Africa, and Uganda (Google Africa Blog). Part of the #YouTubeBlack Voices Fund, this initiative invests directly in the development of participants' channels to amplify Black voices, though specific funding amounts are not disclosed in the post (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/technology/meet-youtubeblack-voices-music-class-of/
29/10/2021,Supporting Journalism in Africa,"Google is increasing its investment in African journalism through the Google News Initiative (GNI), which includes a partnership with UNESCO for journalist training, a News Lab Team, and Innovation Challenges that fund publishers' digital transformation. The initiative also supported the Sinelizwi citizen journalism project, which trained 62 citizens from all nine provinces in South Africa (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/supporting-journalism-in-africa/
03/11/2021,Applications open for the Google for Startups Accelerator Africa Class 7,"Google announced the opening of applications for the seventh cohort of the Google for Startups Accelerator Africa, a program providing three months of mentorship and technical support to tech startups across the continent. Since its launch in 2017, the initiative has supported 82 startups from 17 African countries, whose alumni have collectively raised over $117 million in funding and created more than 2,800 jobs (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/applications-open-for-google-for/
19/01/2022,Supporting Journalism in South Africa,"Through the Google News Initiative Innovation Challenge, Google provided $260,000 (ZAR 4,459,000) to three South African news projects—Food for Mzansi, Daily Maverick, and Scrolla.Africa—to support digital innovation in journalism (Google Africa Blog). Additionally, Google partnered with UNESCO to support over 100 journalism schools across Africa and provided training to over 17,000 journalists through the Google News Lab (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/supporting-journalism-in-south-africa/
23/02/2022,"Seeking news innovators in Middle East, Turkey & Africa","Google launched a new round of the Google News Initiative (GNI) Innovation Challenge for the Middle East, Turkey, and Africa, offering funding of up to $150,000 per project to support digital news innovation. The program is open to news organizations, startups, and freelancers in the region to develop projects that increase reader engagement or explore new business models. Google Blog",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/seeking-news-innovators-in-middle-eas/
16/03/2022,Helping Africans create their own opportunities,"Google.org committed $3 million to the Tony Elumelu Foundation (TEF) to support 500 female entrepreneurs across Africa. The initiative also includes the first Google.org Fellowship in Sub-Saharan Africa, providing technical and business expertise to help TEF scale its digital platform for entrepreneurs.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/helping-africans-create-their-own/
18/03/2022,"The Equiano subsea cable has arrived in Togo, first stop in Africa","Google's Equiano subsea cable has arrived in Lomé, Togo, as the first stop in an infrastructure project connecting Europe with Togo, Nigeria, Namibia, South Africa, and St. Helena (Google Africa Blog). The cable is expected to provide approximately 20 times more network capacity than the last cable built to serve the region, aiming to improve internet speed and affordability (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/inside-google/the-equiano-subsea-cable-has-arrived-in/
11/04/2022,Google at the African Union,Google committed to investing $1 billion over five years to support Africa’s digital transformation and has provided over $16 million in grants to more than 50 African nonprofits (Google Blog). This engagement includes training 6 million young Africans in digital skills and partnering with the African Union to enable internet access and facilitate digital trade (Google Blog).,https://blog.google/intl/en-africa/company-news/inside-google/google-at-african-union/
19/04/2022,Weâ€™re hiring for our first product development center in Africa,"Google announced the opening of its first product development center in Nairobi, Kenya, as part of its broader $1 billion investment commitment to support Africa's digital transformation over five years (Google Blog). The center is hiring for engineering and product roles to create transformative products and services for people in Africa and globally (Google Blog).",https://blog.google/intl/en-africa/company-news/inside-google/were-hiring-for-our-first-produc/
21/04/2022,Equianoâ€™s next stop is in Nigeria,"Google has invested in the Equiano subsea cable infrastructure, which recently completed its landing in Lagos, Nigeria, to provide faster, more affordable internet. The project, which also includes landings in Togo and South Africa, aims to support Nigeria's digital transformation through partnerships with local telecom players like the West Indian Ocean Cable Company (WIOCC).",https://blog.google/intl/en-africa/company-news/inside-google/equianos-next-stop-is-in-nigeria/
11/05/2022,"Announcing Google Africa Developer Scholarship, Class 5","Google announced 30,000 additional Android and Google Cloud training scholarships for aspiring and professional developers across Africa as part of the fifth year of the Google Africa Developer Scholarship program, in partnership with Andela and Pluralsight.",https://blog.google/intl/en-africa/company-news/technology/announcing-google-africa-developer/
16/05/2022,A Digital Growth Program for Publishers in South Africa,"Google, through the Google News Initiative and in partnership with FT Strategies, hosted the Digital Immersion Program in South Africa to provide training and skills to journalists and publishers. The program helped local, community, and national news organizations develop sustainable online business models and navigate digital transformation.",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/a-digital-growth-program-for-publishers/
17/05/2022,Announcing the Black Founders Fund 2022,"Google announced a second $4 million Black Founders Fund in Africa to provide 60 startups with up to $100,000 each in equity-free cash awards, paired with Google Cloud credits and technical support (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/announcing-black-founders-fund-2022/
25/05/2022,Google Research enhances its AI growth in Africa,"Google inaugurated a new AI research center in Ghana and announced a product development center in Nairobi as part of its $1 billion five-year investment plan for Africa. The initiatives include funding for the African Master’s in Machine Intelligence program, scholarships for female computer science students, and research agreements with universities in Ghana and Kenya.",https://blog.google/intl/en-africa/company-news/technology/google-research-enhances-its-ai-grow/
28/07/2022,"Innovation success in Middle East, Africa and Turkey","Google announced 34 recipients of the 3rd Google News Initiative (GNI) Innovation Challenge for the Middle East, Turkey, and Africa, which funds projects such as automated fact-checking and disability-inclusive news apps in countries like Nigeria, Kenya, South Africa, and Uganda. The program is part of Google's broader $300 million global commitment to help journalism thrive in the digital age (Google Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/innovation-success-in-middle-eas/
01/08/2022,Supporting Small Businesses and Youth-led Startups in Africa,"Google established a partnership with the African Union Commission (AUC) to support youth-led startups and small businesses across Africa through digital skills training, the Hustle Academy, and the Google for Startups Accelerator. This collaboration leverages Google's existing commitment to train 10 million young Africans and SMBs in digital skills (Google Africa Blog).",https://blog.google/intl/en-africa/company-news/outreach-and-initiatives/supporting-small-businesses-and-you/
